0,34.87172103422156
1,34.97850331339516
2,35.007618083750344
3,35.96527811097425
4,35.947549207528866
5,35.92761730961642
6,35.91641571886482
7,35.92497525948084
8,36.42055361665891
9,36.4232242752689
10,36.41306541626813
11,36.41224399892971
12,36.41133635199759
13,36.8088705922778
14,36.81936730074224
15,36.78990924025084
16,36.809964744095474
17,36.798631442928674
18,36.797409321363574
19,36.78244204330309
20,36.77584943992537
21,36.76221379755466
22,36.725991107941795
23,36.72862361373867
24,36.71764742905062
25,36.68897002980954
26,36.66898918832559
27,36.6420499675841
28,36.61663900269729
29,36.60864001440666
30,36.62742116804692
31,36.28920321026046
32,36.32838923773932
33,36.344042825083456
34,36.32962263836991
35,36.36712411643869
36,36.353036591652035
37,36.33556820075577
38,36.316665185140465
39,36.293748520606876
40,36.2059109067951
41,36.1533956532449
42,36.11659893493842
43,36.084199013585824
44,36.15443762655669
45,36.08831495017832
46,36.06543328140914
47,35.84656421107218
48,35.86226740782647
49,35.91492793955049
50,35.86965011929939
51,35.818817981472385
52,35.76737893417519
53,35.67958411335776
54,35.59595155944693
55,35.59339618073682
56,35.56354352170087
57,35.50834933645094
58,35.434311800121925
59,35.379685285557386
60,35.31575283786279
61,35.23719671232645
62,35.15838466887279
63,35.11039053391211
64,35.02497031397762
65,34.94040821989295
66,34.875165299071114
67,34.80477024545105
68,34.756687338970224
69,34.64378397391621
70,34.60899447006844
71,34.52294143377265
72,34.460106772818676
73,34.388406956950206
74,34.30733163548755
75,33.50079203463316
76,33.89639830197197
77,34.042451295078955
78,34.05561909185355
79,34.04167781243718
80,33.994757999676516
81,33.9157343037088
82,33.86300791037782
83,33.806892828357896
84,33.724090298545406
85,33.66739669250265
86,33.576317293070225
87,33.50801505771971
88,33.45761890591641
89,33.41046571220855
90,33.3407302751604
91,33.24547157638456
92,33.18842305012098
93,33.0987878124357
94,33.035380472267455
95,32.94365472390462
96,32.83714435687822
97,32.712292005147845
98,32.52104743673141
99,32.41908560116526
100,31.716317689669353
